pickup_x,pickup_y,dropoff_x,dropoff_y,pickup_sec
10,13,9,13,62935
10,13,11,14,68459
10,12,9,11,44885
13,13,9,12,49698
9,12,10,13,41964
10,12,10,14,82562
9,11,9,11,47791
8,10,10,12,54083
10,11,11,14,70540
16,7,10,14,80669
9,12,10,13,68931
9,12,9,12,56801
9,13,9,12,51961
10,12,11,13,63572
10,13,9,12,54096
9,13,10,14,24416
10,13,10,12,51917
10,12,10,13,73055
10,13,10,12,47352
9,13,10,13,67346
9,12,10,13,40628
8,10,8,10,37941
9,12,9,12,64996
10,13,10,13,72616
10,13,10,12,66428
10,12,9,11,72298
9,13,9,13,69161
10,12,9,9,59057
9,12,10,12,72928
10,13,10,13,81204
10,13,9,12,71557
10,12,9,12,75993
8,10,9,12,67573
9,12,10,13,25907
9,12,9,12,75675
9,11,10,11,26590
9,12,16,7,42001
10,13,10,14,79400
10,13,10,13,35456
10,12,9,12,60276
9,11,9,11,60612
10,13,9,12,40446
9,12,12,16,47595
10,13,10,12,30205
10,12,8,10,58196
10,13,10,12,66149
9,12,10,14,69160
9,12,10,13,72242
16,7,10,12,43034
10,14,10,14,42270
10,13,10,12,58225
9,13,9,12,38737
9,12,9,12,58003
10,13,9,10,52562
9,12,10,12,66044
10,13,11,14,74710
10,13,10,11,83620
9,12,10,12,54828
10,13,11,13,46145
10,13,10,13,74176
9,13,10,15,70237
11,16,10,14,61452
16,7,9,12,56707
10,13,10,14,56294
10,12,9,12,41344
10,12,10,13,64816
10,13,11,15,57007
10,11,10,12,58823
10,12,3,9,29643
10,12,9,12,80023
10,12,8,10,40829
9,12,9,12,56478
9,12,9,12,63352
9,11,9,13,77805
8,10,9,11,45851
10,12,9,11,48324
9,11,9,11,71623
9,11,9,12,46464
9,12,9,12,73612
9,12,9,11,34085
9,13,10,13,54166
10,12,9,12,49691
10,11,10,12,42549
9,12,8,10,80602
10,14,11,15,49500
16,7,9,12,60494
9,11,8,10,53267
10,13,10,13,64079
9,13,10,12,30903
9,13,10,13,61791
16,7,18,9,34202
9,12,10,13,31986
10,12,9,12,51394
10,13,11,14,60892
10,14,9,12,74770
10,13,9,13,66371
8,11,10,13,59079
9,11,10,12,78063
9,12,10,11,67737
9,12,9,12,19454
9,12,11,13,54360
16,7,11,9,21111
16,7,9,9,75445
10,13,10,13,42866
9,12,8,11,68666
10,13,11,13,72193
16,7,11,8,78768
10,12,10,13,35353
9,13,9,13,47550
9,11,9,9,66284
10,12,10,13,69369
10,12,9,11,76850
10,13,9,11,41749
9,11,9,10,2848
11,13,10,13,40561
10,13,10,12,78870
10,12,10,12,19871
10,13,9,11,44364
9,12,9,11,85865
10,12,10,14,63803
9,12,8,10,78309
9,11,10,12,58912
9,10,9,13,77565
10,13,10,13,52287
10,14,10,13,36502
9,12,10,12,34279
9,12,9,12,27662
9,12,9,12,56418
9,12,10,13,70312
9,12,9,11,63233
10,13,11,11,54819
10,12,10,10,85972
9,13,9,12,28517
10,12,10,13,28007
10,13,10,13,47903
10,12,11,12,54669
9,12,9,12,62774
10,13,10,14,67998
9,11,9,11,48547
10,13,9,12,41658
9,12,9,11,6293
10,12,9,12,49385
8,10,9,11,15089
10,12,9,12,32159
10,13,10,13,70059
13,13,9,12,53349
16,7,16,9,53073
10,13,10,14,69450
10,12,10,13,48030
10,14,16,7,56577
10,13,9,12,45752
10,13,11,13,53583
10,12,9,12,47461
9,11,9,11,68186
10,12,10,13,67503
10,14,11,13,54752
10,13,9,13,56129
10,12,10,12,66248
10,13,10,14,55544
10,12,9,12,31138
9,11,10,12,26363
10,12,10,12,29810
16,7,9,11,31020
9,12,11,8,1223
11,13,11,15,54648
10,11,10,13,2288
9,12,10,12,39418
10,13,9,11,69588
10,12,10,13,34917
10,13,10,14,31980
9,12,10,13,44646
10,14,10,14,54668
9,11,10,14,48389
9,12,10,13,52770
9,12,9,12,30962
9,12,9,12,75227
9,12,9,8,53904
16,5,10,11,39497
10,12,9,12,46692
9,12,9,12,83133
11,13,11,11,21298
10,13,10,14,50308
17,12,16,13,49069
10,13,9,12,30844
9,12,10,12,82613
11,13,12,12,75577
9,12,10,12,52946
9,11,11,14,47758
16,7,9,8,56828
9,13,10,13,64040
9,12,8,11,69928
10,13,10,12,66695
9,12,16,7,56813
9,13,10,13,40932
10,12,10,13,68363
10,13,9,13,46128
10,13,11,14,49187
10,12,10,13,51370
10,12,11,12,75786
16,7,17,8,29575
10,11,10,12,50240
9,11,9,11,75169
9,12,10,12,63566
10,13,10,13,35293
10,14,10,13,61333
10,12,10,13,46869
9,12,11,13,66241
10,13,10,12,69041
10,13,10,13,71035
10,13,9,13,25965
8,10,8,11,27375
10,12,10,13,47373
9,11,11,8,3968
10,13,10,13,34572
10,13,10,13,49470
9,12,9,12,49049
10,12,9,12,42438
10,13,10,13,4210
16,7,13,13,80850
9,12,10,13,59128
10,13,10,11,42820
13,13,9,11,82892
9,11,9,12,6803
9,12,9,12,49004
9,11,9,12,85709
9,13,9,13,55977
10,13,10,12,79543
10,13,10,13,46643
11,16,10,12,27855
9,11,10,11,10665
9,12,10,12,27171
9,12,10,13,3660
10,12,9,12,76292
10,13,10,14,72736
10,12,9,12,38386
9,12,9,12,70508
11,14,11,15,48811
9,11,10,14,76354
9,10,13,17,18301
9,12,10,12,28801
10,12,11,13,82800
10,12,10,13,41150
9,12,9,12,37890
10,13,10,13,63248
10,13,10,13,62951
9,11,11,14,76656
8,10,10,13,49123
10,13,10,13,56454
10,12,10,11,65233
9,13,10,11,31175
9,11,9,12,21245
10,12,10,13,68228
10,12,9,12,43932
11,13,10,13,72092
9,11,9,11,6900
10,12,9,11,65287
10,13,10,14,55388
16,7,17,10,64124
8,10,9,12,54871
9,12,10,12,41574
10,12,9,10,47054
9,12,10,13,68990
10,12,9,12,79027
10,13,8,10,57106
9,12,10,13,53563
10,13,9,11,64370
10,14,10,15,36694
9,13,10,13,44003
10,13,9,13,69015
9,12,8,10,57318
10,13,9,12,62895
9,11,11,13,64734
9,12,10,12,25997
10,13,9,12,52875
8,10,9,9,71327
10,13,10,14,68419
8,10,8,10,66549
10,12,13,13,56534
16,7,9,12,55625
9,11,9,12,53698
13,13,10,12,76806
11,13,11,14,24918
9,11,11,14,18698
9,12,9,12,73993
9,11,9,13,83172
13,16,12,14,38246
9,12,9,13,50862
16,7,11,13,4712
10,13,10,14,38958
16,7,16,9,62940
9,13,10,12,82346
14,11,8,10,82192
9,12,9,11,33837
9,12,9,12,63098
9,12,9,11,52543
9,12,9,12,8277
9,12,10,12,40190
10,13,10,13,79682
11,13,13,13,34975
9,12,9,12,58972
9,12,9,11,80550
10,13,12,12,66310
9,12,10,13,31256
9,12,10,12,66495
9,11,9,9,11828
9,12,8,10,69769
10,12,10,13,27809
8,11,9,10,74597
10,13,10,13,45658
10,12,10,13,42115
10,13,9,12,38357
10,13,9,11,43515
10,13,9,12,43028
11,13,10,13,60968
9,12,11,15,61862
10,13,10,13,43809
9,12,9,12,30353
9,12,10,8,5663
9,12,9,10,61079
10,12,9,11,70602
10,13,10,13,68582
10,12,9,11,43837
9,12,9,11,40615
10,14,10,15,83765
9,11,10,12,72960
10,13,10,13,12599
9,11,11,14,24440
8,10,10,12,49567
9,12,9,11,66185
10,13,10,13,28853
10,12,10,12,41405
10,13,10,13,55082
9,12,9,12,82622
10,12,10,13,46999
10,12,9,13,57756
9,11,9,11,83572
10,13,9,10,41266
9,11,9,11,61097
11,13,9,11,48788
11,14,10,13,27257
9,10,9,10,67239
10,14,9,13,49628
9,12,9,12,57113
10,13,10,15,41689
9,12,10,13,47027
9,12,11,13,15240
9,11,9,12,75883
9,10,10,11,44306
10,12,11,13,37752
11,14,10,13,50157
9,13,11,17,67798
11,13,10,13,46916
9,11,9,11,79952
10,13,10,13,44387
10,13,10,13,37278
11,4,16,7,39811
10,12,10,12,60880
10,14,9,12,44133
10,11,9,11,49177
9,12,10,11,32259
10,11,9,12,65231
10,12,10,12,55228
9,10,9,12,73692
10,12,10,13,73047
10,13,11,13,56801
9,11,9,11,51412
9,12,10,12,78086
10,13,11,14,68919
9,11,9,13,120
9,12,10,12,59892
8,10,9,10,68764
10,13,10,13,75864
10,12,10,12,42813
9,11,11,14,82474
10,12,9,11,67809
13,13,10,13,68678
10,11,9,12,61311
10,13,10,13,67815
10,13,9,12,53156
9,11,9,12,53130
10,14,9,12,81698
9,12,9,11,57519
9,12,9,13,67736
11,13,10,13,75239
9,12,9,10,26372
11,13,10,14,41596
9,12,9,11,34802
9,13,9,12,62354
9,11,10,12,12880
9,13,10,13,30901
10,13,10,13,61635
16,9,10,14,73594
10,13,10,13,48979
13,13,12,18,72071
9,11,9,11,6373
10,13,9,13,53611
9,11,9,11,71385
9,12,13,13,52680
9,12,10,13,64906
9,13,10,13,36830
11,14,11,14,41120
10,12,10,13,25826
9,12,9,12,85347
10,13,10,12,53556
16,7,14,12,22626
11,13,9,10,41682
10,13,10,12,62895
9,11,10,12,62114
9,12,10,14,59379
9,11,13,13,18601
10,13,10,12,39936
9,12,12,19,79653
8,10,9,11,85223
10,13,9,13,54971
10,14,9,13,46562
13,13,11,11,83906
9,11,11,13,83238
9,12,10,13,59437
9,11,10,12,78869
9,12,9,12,15253
10,13,10,11,41611
10,12,10,11,35937
10,13,11,13,81629
9,11,9,10,45210
9,11,9,11,56730
16,7,9,12,54008
10,12,11,13,43159
10,13,9,12,55671
13,13,9,10,27626
10,13,10,12,57329
10,13,9,11,395
9,12,9,12,55079
10,13,10,13,68621
9,11,10,15,38192
10,14,10,14,55902
9,12,9,12,85615
10,12,9,10,63699
10,13,9,11,53416
10,13,10,12,27855
9,13,13,13,37821
9,12,10,11,52539
9,12,9,12,67800
9,10,9,11,7103
8,10,9,12,61202
9,11,9,10,42078
9,12,9,12,36264
10,12,9,10,60138
13,13,10,13,57732
9,12,9,12,53626
10,13,9,13,70094
10,12,10,14,62305
9,11,9,10,75336
9,12,9,11,58095
10,12,9,12,51197
8,10,9,12,32913
10,12,9,12,67556
9,12,8,11,78048
10,11,9,13,22523
11,13,10,13,35546
9,12,9,12,65346
13,13,9,11,79839
10,11,10,11,60822
9,12,10,12,79688
9,12,10,12,64066
10,12,10,12,63002
10,14,10,13,33299
9,12,9,12,65849
11,14,11,14,82048
9,12,10,14,68391
10,14,10,13,43117
11,13,9,12,707
10,12,10,12,57372
10,13,9,11,34171
9,12,9,12,46231
11,13,10,13,50021
13,13,10,12,59044
9,10,10,12,71328
9,12,9,13,44372
10,12,9,13,81400
16,9,10,13,41083
10,12,9,11,49902
9,11,10,15,16013
10,13,10,13,76340
10,13,10,13,58263
10,13,10,13,63883
10,13,11,12,76311
9,11,10,12,86366
9,12,10,12,50344
9,11,10,12,37078
9,11,9,12,83544
10,12,10,11,77613
10,13,10,13,36696
9,13,10,12,55738
10,13,10,14,58521
13,13,10,12,47629
11,13,10,13,65638
10,12,10,12,76958
8,11,13,13,39449
10,13,10,12,33453
9,10,9,11,70968
9,12,9,12,78676
11,13,10,13,42372
10,13,9,12,61939
9,11,9,10,80514
10,12,9,13,65195
9,12,9,12,56749
10,12,10,12,69604
9,11,8,10,81462
10,13,10,14,36188
10,14,10,12,25776
10,12,9,12,51549
9,13,10,13,38905
10,12,10,13,59014
10,10,9,11,3963
10,12,9,12,53747
12,10,9,11,7740
9,12,9,12,53208
10,13,11,13,60113
10,14,10,15,75338
9,11,9,12,61700
11,13,10,12,36805
11,14,11,14,41989
10,13,11,13,81091
9,12,9,11,44768
9,11,9,11,59724
9,12,9,12,81850
9,11,9,11,80894
10,13,10,12,28433
10,11,9,12,52676
10,13,9,12,70688
9,13,10,13,68720
10,13,9,12,35679
11,13,9,10,42489
16,7,10,15,74766
10,12,9,12,48304
13,13,9,12,594
11,13,11,13,62572
9,12,10,14,37634
11,14,10,13,60723
16,7,13,8,53364
16,7,16,9,75734
10,12,11,11,32319
13,13,9,12,54794
10,12,9,12,51475
9,12,9,13,40893
10,12,10,13,13768
10,14,9,13,48134
9,12,9,13,32775
10,12,9,11,72831
9,12,9,12,61944
9,12,9,13,67411
9,10,9,9,6551
10,13,11,11,82945
16,7,9,13,65672
9,12,10,12,76583
10,12,10,11,3300
10,12,9,11,43988
10,14,11,14,68327
9,12,10,13,58960
9,11,9,12,23436
8,10,9,12,54533
9,12,9,12,80458
10,11,9,10,53533
9,11,10,12,56957
10,12,9,11,72718
16,7,16,9,58212
9,12,10,12,45701
9,11,9,11,1122
10,13,10,13,44072
9,11,9,11,37396
10,13,9,12,65417
10,13,10,13,60882
9,11,10,11,71575
11,13,11,14,59734
10,13,11,13,34883
10,13,9,11,77767
9,13,9,13,76515
16,7,19,12,80637
10,13,10,13,61515
10,12,8,10,65912
14,11,13,11,83730
11,13,10,11,54185
9,11,9,11,1331
9,12,9,13,2455
9,12,10,12,46477
9,9,9,11,85361
9,10,8,10,77700
9,12,10,12,77280
8,11,12,9,10668
10,12,10,13,22105
9,12,8,10,24985
10,13,10,13,60269
10,13,10,12,57066
9,12,9,12,46173
8,10,9,12,50042
9,11,9,10,1100
10,14,10,15,66274
10,15,11,16,24017
16,7,10,12,59061
16,7,9,12,71636
11,14,11,14,34565
10,14,10,15,29612
9,13,10,13,82030
10,12,9,12,65230
10,13,9,12,47635
11,13,10,13,53578
10,13,9,12,36661
9,11,10,12,39604
16,7,9,12,57345
9,11,9,12,85606
9,13,9,11,58095
10,12,9,13,62487
10,13,9,11,58122
9,12,11,14,44919
10,12,10,13,36042
10,13,12,12,67325
9,12,10,12,58060
9,11,9,12,70275
9,11,9,10,60695
10,12,9,12,71336
10,13,9,12,27652
11,13,10,13,23689
9,13,10,13,71358
9,12,9,11,60474
10,12,10,13,39310
10,12,13,13,51774
9,12,10,13,67561
9,11,10,12,51606
9,12,9,12,31650
10,12,10,12,39251
10,13,14,12,32439
9,12,9,11,70552
9,12,9,11,77189
9,12,9,13,43345
10,12,10,13,4891
9,12,9,11,62806
9,11,10,10,62929
10,13,10,14,57666
9,12,10,13,77396
9,12,9,12,13426
9,11,9,10,68372
9,12,10,12,24598
8,10,10,12,41933
11,11,14,9,65689
10,12,10,12,64582
10,13,10,12,47777
9,11,9,11,61893
9,12,9,12,74259
9,10,9,11,85032
9,13,9,13,35804
11,13,9,11,69383
9,12,9,12,40886
10,15,10,13,35056
9,13,11,13,63242
10,14,9,13,55028
10,12,10,12,42463
10,13,10,13,54595
10,12,10,12,44313
9,11,9,11,72991
8,10,10,12,63819
9,12,10,14,63922
9,12,10,13,53811
9,11,10,12,7994
10,12,10,13,61098
9,11,9,11,2876
10,13,10,14,66636
10,13,11,15,64128
9,10,9,11,56119
10,13,10,12,26910
9,12,10,12,25598
9,10,9,11,49758
10,12,10,14,86176
9,12,9,13,68889
10,12,9,11,77258
9,12,10,13,68967
9,12,9,12,8915
16,7,16,7,55948
9,11,10,12,59606
10,12,9,12,57275
16,7,11,8,77757
10,12,12,12,81658
9,11,13,13,37396
10,13,9,11,75663
9,12,9,11,71450
10,13,10,13,62828
9,12,16,7,16252
10,12,10,13,55138
10,13,11,12,553
8,10,9,12,52413
11,13,10,12,38456
9,11,10,12,58402
9,12,9,11,73433
10,13,10,12,35384
10,13,9,13,83230
10,13,9,12,64593
10,12,9,12,57643
16,7,10,10,77884
9,12,9,11,61225
9,11,12,14,72526
10,13,9,12,37036
10,13,10,13,80561
10,13,10,12,69563
9,12,10,14,60363
9,12,10,12,84411
10,13,9,12,85241
13,13,9,11,83083
9,12,9,12,61268
16,7,9,13,59340
10,13,9,12,73980
9,13,10,13,32602
10,13,9,11,38354
9,13,10,13,62966
9,12,9,12,47837
9,11,10,12,76456
10,13,10,14,67878
10,13,11,13,43342
16,7,14,11,79127
11,13,9,12,44304
9,12,9,12,83491
10,11,10,14,66642
9,12,9,11,32882
10,13,11,13,63636
11,14,9,12,42323
10,11,10,13,4383
11,13,10,12,38546
13,13,11,13,21351
9,11,11,13,13131
9,11,9,11,64582
10,13,10,13,72423
9,13,9,13,52044
10,13,10,12,28054
9,12,10,12,61802
9,11,10,12,62528
9,13,10,13,67094
10,13,11,13,41637
9,11,10,13,39448
10,13,10,13,31415
13,13,11,11,66452
9,11,10,12,42875
9,11,9,11,52966
10,12,10,12,38121
10,13,16,7,29252
10,11,10,11,62242
10,12,9,11,39522
10,12,10,12,42640
13,13,10,13,63399
13,13,3,9,42458
9,11,9,11,70148
9,11,9,11,1143
10,13,11,13,52394
10,12,9,12,84930
10,13,10,12,70188
9,12,9,13,14995
10,13,10,13,67026
9,12,9,12,53255
9,11,9,12,65405
10,12,10,13,69253
9,12,10,13,71545
10,13,10,13,21590
9,10,9,12,29100
10,12,9,12,52182
9,12,9,12,49384
9,11,9,12,82122
10,12,10,13,31748
9,12,10,14,82187
9,11,12,12,6971
9,12,9,12,35911
9,12,10,12,75705
10,13,9,13,61046
9,11,10,12,70059
9,11,11,13,85018
9,11,10,13,41876
10,14,11,14,27544
10,13,10,12,48683
9,13,10,13,76914
9,11,10,10,83387
10,12,10,12,72991
10,13,11,13,63518
10,13,9,12,22730
16,7,15,9,84296
10,13,9,13,50390
9,12,10,12,40991
11,13,10,13,75993
9,12,9,12,71273
10,13,9,12,56401
9,11,9,13,5343
10,13,10,13,70857
9,12,9,12,24642
9,11,9,11,10609
10,14,10,13,63003
8,10,9,12,65415
10,14,10,13,52720
9,12,10,12,70004
9,11,10,12,5636
8,10,9,11,44717
8,10,8,10,25385
9,12,9,11,50446
10,14,9,13,45346
9,11,9,12,65653
11,12,13,13,17767
11,13,10,13,61857
10,12,9,12,49399
16,7,14,15,72322
10,13,10,14,64055
10,12,9,11,31043
11,12,12,9,3585
10,13,10,12,29415
10,13,10,13,28203
9,12,11,13,23878
10,12,10,13,71358
10,13,10,12,24812
10,13,10,15,33526
9,11,11,14,77887
9,12,9,13,48893
10,12,13,13,60770
9,11,9,11,58499
9,10,10,12,53351
9,12,9,11,86051
10,13,9,11,63935
9,11,9,11,53141
10,12,10,13,37237
10,13,10,13,45225
11,13,9,10,69945
9,12,9,12,64313
9,13,9,11,67296
8,11,10,12,29016
11,13,10,13,61179
9,11,8,6,6910
16,7,9,10,49319
10,13,11,14,43344
10,15,11,11,15371
9,11,9,11,49806
10,12,10,12,56040
9,12,9,12,76722
9,11,9,11,79453
11,13,9,12,52181
10,12,10,13,71276
16,7,15,9,58164
9,13,11,13,47637
13,13,9,12,80076
9,11,9,11,85635
9,8,10,11,2420
9,12,10,14,36057
9,11,9,12,5425
10,13,10,13,24609
9,12,9,12,61560
9,12,9,12,35573
10,12,10,13,48257
10,13,13,13,60993
10,13,9,13,44824
9,12,9,12,77981
9,11,9,11,73904
10,12,9,12,73614
10,12,9,11,40357
9,12,10,12,39581
9,11,10,7,3524
10,12,10,13,45672
9,11,10,12,79163
9,13,10,13,68347
9,11,10,12,44018
9,12,9,13,70103
8,10,10,12,77311
10,13,10,12,55132
11,13,10,13,55374
10,12,10,13,58840
9,12,10,13,35251
8,10,10,13,6159
16,7,12,8,38378
10,13,10,14,39685
10,13,10,13,54140
9,12,9,12,45921
9,12,9,12,59881
10,13,10,12,38139
9,12,9,12,71026
10,13,10,12,55975
11,15,11,15,36713
9,11,9,11,41465
10,12,9,12,60781
9,11,9,12,57565
16,7,9,12,63652
9,12,9,12,61013
8,10,9,12,34470
10,12,10,12,74805
10,13,9,12,41043
10,13,8,10,11029
10,13,9,13,60406
10,13,10,13,43752
10,13,10,13,57258
10,12,8,10,24252
11,14,10,15,58941
9,12,9,12,65183
10,13,9,11,29826
9,13,10,13,65229
10,13,11,13,54389
10,12,10,13,79939
10,13,10,13,78518
10,13,9,11,121
10,12,12,12,5955
10,12,9,12,63453
10,14,12,15,47023
11,14,10,14,75020
8,10,9,12,82359
10,13,10,13,34805
9,12,10,13,52727
16,7,10,14,58590
11,13,9,11,58373
8,10,12,10,67371
9,12,9,11,77333
9,13,10,13,66728
10,12,11,11,61686
13,13,9,12,43162
9,11,9,12,32091
16,7,9,11,83853
10,12,10,13,59419
16,7,11,13,35466
11,13,9,13,54504
10,13,9,11,71810
8,10,9,10,51507
9,12,13,13,31652
10,13,10,13,61997
9,11,10,12,65987
8,10,10,12,61934
10,13,9,12,35777
9,11,10,13,9001
10,13,10,12,27086
9,11,10,12,9208
9,11,10,12,48455
10,13,8,10,35340
10,14,9,13,58591
9,12,9,10,55090
9,13,9,12,73160
9,12,10,13,62417
9,12,10,11,44087
9,10,9,11,1497
10,13,9,11,62925
8,11,9,11,81758
10,12,11,13,69923
9,13,11,13,74894
10,13,11,13,27577
10,13,9,12,27399
10,12,9,12,52989
10,12,10,12,31378
9,11,12,10,30159
13,13,14,11,77714
9,10,9,10,36766
10,11,10,12,40252
10,12,10,13,50277
9,11,10,13,44636
9,11,9,12,51718
8,10,9,11,46799
9,12,9,10,61382
10,13,9,13,61708
10,12,11,13,53827
13,13,10,13,64005
10,11,10,13,53621
9,11,8,10,42702
10,13,16,7,57277
10,13,9,13,80102
16,7,9,12,62679
10,12,11,14,38389
13,12,12,6,54790
16,7,9,11,54643
9,12,9,10,44744
10,12,9,12,11505
9,12,10,12,25303
10,14,13,13,61957
16,7,11,14,42924
10,13,9,11,33400
10,13,10,13,79262
16,7,15,10,2682
9,12,10,12,35672
10,13,10,13,48925
10,12,10,13,68825
8,10,10,11,23027
10,13,10,13,25743
10,12,9,11,35811
9,11,9,11,53128
10,12,11,13,61626
9,12,9,12,31484
11,12,11,12,49969
9,12,10,13,81894
10,13,11,13,54820
9,13,9,13,43500
10,14,10,14,55334
9,12,9,8,51630
10,12,10,13,40217
8,10,9,12,43616
9,12,9,11,50580
10,13,9,13,68410
10,13,10,13,59847
9,12,9,11,80103
9,10,8,10,14735
9,12,9,13,46922
8,10,10,9,73459
9,12,9,10,51349
10,13,10,13,60406
10,11,9,12,65838
10,12,10,13,68410
9,11,8,10,3914
9,10,9,11,56049
13,12,12,12,7430
