pickup_x,pickup_y,dropoff_x,dropoff_y,pickup_sec
9,13,10,13,63779
10,13,10,12,78959
9,12,9,13,80547
10,13,9,12,33368
9,11,9,11,77140
11,14,10,13,67140
9,12,9,11,73149
12,12,10,12,31584
9,13,10,14,50993
9,11,8,10,59060
9,12,9,12,55889
9,12,10,12,85270
10,15,10,15,61695
10,13,10,13,24918
10,12,11,12,7961
10,12,10,12,78594
9,12,9,11,77093
11,13,9,10,50514
10,12,9,10,79731
9,12,9,12,72184
10,12,10,13,36460
9,11,10,12,2335
9,11,9,11,48329
10,13,10,13,56626
10,15,8,11,52106
9,11,9,12,50787
9,10,9,11,67028
9,12,10,13,34971
10,13,9,12,65461
10,13,10,12,31769
10,14,16,7,55653
9,12,9,12,42554
11,13,11,13,41345
10,13,10,13,70343
10,14,13,13,43200
9,11,9,12,75533
9,11,9,11,40580
10,13,10,13,37686
9,12,9,9,81374
10,13,10,13,53275
10,14,10,14,60579
9,13,10,13,60211
13,13,11,7,29365
10,13,10,13,69174
9,12,9,12,49359
9,11,10,12,61914
10,11,9,12,5620
9,13,10,12,31785
10,13,10,13,55862
9,11,9,12,81210
9,10,9,11,13222
9,12,9,10,51870
9,12,9,12,73565
13,13,9,12,74775
10,13,11,13,59069
10,12,10,12,50426
10,13,11,9,18743
9,11,3,9,49009
16,7,16,9,1830
9,11,10,11,53774
13,12,13,12,52874
11,13,10,13,44699
10,14,11,13,59923
10,11,10,12,36941
9,12,9,12,44213
9,13,10,13,76912
16,7,16,9,83492
16,7,12,13,58606
10,13,10,7,48388
10,13,10,13,52263
10,14,10,14,66325
10,12,10,12,57230
16,7,10,12,63248
10,11,9,12,35627
10,13,10,13,53592
10,12,10,12,49137
10,13,11,14,62298
10,11,9,10,76522
10,12,11,12,52796
10,13,10,13,84834
10,13,10,12,61843
10,13,10,13,39285
10,13,10,12,64437
10,12,10,11,67440
10,13,10,13,70385
16,7,10,12,71996
10,13,10,13,28758
10,13,11,13,29269
9,10,10,9,57529
9,11,16,7,19612
10,14,9,13,75094
16,7,15,10,69337
9,11,9,12,602
9,12,9,9,73684
10,13,10,13,36372
13,13,12,13,82094
10,13,11,12,84192
9,11,9,12,56907
9,12,10,12,54638
13,13,9,5,36491
10,14,10,12,34442
16,7,9,12,78080
10,13,10,13,62238
9,11,9,11,4365
9,11,10,12,54353
10,14,10,13,69873
9,12,9,11,51557
9,12,10,12,77799
9,12,10,11,56845
9,11,9,10,68274
16,7,11,17,75511
9,13,10,13,45603
11,14,8,10,20700
10,12,10,13,33254
9,12,10,13,71885
9,12,9,12,59953
9,12,9,12,32111
10,12,10,12,29909
12,18,13,16,71727
9,12,10,12,26469
9,12,9,12,20818
10,13,11,13,58162
9,12,16,7,27055
10,12,10,13,2126
10,12,10,13,57382
11,13,10,12,26118
10,13,9,12,53551
10,15,9,13,69595
16,7,11,12,10085
9,11,11,14,51219
9,10,9,11,14445
9,11,10,13,75249
16,7,9,8,85478
9,11,9,11,64960
10,13,11,13,53646
10,12,10,11,62942
9,12,10,12,28818
8,10,11,11,79670
10,13,10,11,57066
10,13,10,13,40366
10,12,10,12,53963
9,11,10,13,7440
9,11,10,10,70728
10,13,10,13,43801
10,13,11,13,34995
9,12,9,11,59599
13,12,10,15,63082
9,11,11,13,45894
10,12,10,12,64091
9,12,8,10,46811
8,10,10,12,62512
9,12,11,16,73997
10,12,9,11,43404
10,11,10,12,5170
10,14,11,13,74855
8,10,9,11,40820
9,12,16,7,53050
9,11,9,11,66956
13,13,9,10,683
16,7,11,17,54367
11,13,10,13,58993
10,13,9,13,58128
10,12,10,11,49542
10,13,11,13,49784
9,12,13,13,10883
10,13,9,12,58886
10,12,10,12,55870
9,10,9,10,83265
10,12,9,12,38567
10,13,10,13,64149
9,12,9,11,62520
10,13,9,13,29420
10,13,10,13,58179
9,11,11,13,77076
9,12,9,13,51070
10,13,12,12,76567
9,12,9,13,76324
11,13,9,13,50129
10,13,10,14,39656
9,12,9,12,46526
9,10,9,12,15056
11,13,8,11,36791
10,12,13,13,72771
11,13,10,13,39248
9,13,9,13,57839
10,14,11,14,37901
11,13,11,13,85831
10,12,10,13,44164
10,13,10,13,52311
10,13,9,12,47978
9,11,9,11,82132
10,12,10,13,46103
9,12,10,12,69278
16,7,14,11,82413
10,12,10,12,64316
9,12,13,13,61543
8,10,9,12,60109
10,12,10,11,62231
9,12,14,11,905
9,11,10,12,40969
16,7,9,11,49850
9,13,10,13,82801
10,13,10,13,66374
10,13,10,12,53864
9,11,9,12,65968
10,13,9,12,64641
10,12,9,13,83205
10,12,9,11,55379
10,13,9,12,81425
10,12,9,12,58997
9,12,10,12,31415
9,12,9,10,65093
10,13,10,13,36491
10,12,9,12,63442
9,12,9,12,64247
9,12,10,13,38817
10,13,10,13,53347
9,12,10,13,78829
10,13,10,13,40472
10,13,9,13,34338
10,13,10,13,43402
10,13,10,13,58508
9,12,10,12,39955
10,12,9,12,44315
10,13,10,15,72712
9,12,10,13,83383
9,11,10,12,65826
9,12,11,13,10544
9,12,10,12,74527
10,12,10,13,51918
9,12,9,12,5781
9,12,10,13,43524
10,13,10,13,82104
10,14,11,14,85084
9,12,9,12,75564
13,13,9,11,54635
10,12,10,13,68893
9,13,9,12,32332
10,13,10,13,38946
9,13,9,12,68392
11,14,9,12,68058
10,12,9,11,50400
9,11,10,13,80646
10,13,9,11,67210
9,11,10,12,76369
10,12,11,13,53117
9,12,9,12,69726
13,13,9,8,57861
9,12,10,13,67977
9,11,8,10,6543
10,11,10,14,55561
9,12,9,12,49588
9,11,9,12,77937
10,11,11,13,35675
16,7,10,13,22427
10,13,11,13,82206
9,11,10,12,30753
9,12,9,12,8538
16,7,14,11,37717
10,13,10,14,63434
9,11,10,12,68312
9,13,10,13,38096
11,13,10,13,66570
10,12,9,11,65979
9,12,9,12,59415
8,10,9,11,65307
10,12,10,13,6602
10,14,10,13,46276
10,13,10,14,83789
10,12,10,12,37179
9,12,10,13,82113
10,13,9,13,43952
10,12,9,12,34873
9,11,9,12,7247
9,13,9,12,33976
9,12,9,12,31067
11,14,10,13,54144
9,13,10,12,56321
10,13,10,14,35106
8,10,9,8,5435
10,13,10,12,60637
9,13,10,13,33747
17,8,15,9,34039
8,10,8,10,61437
16,7,10,11,53555
9,11,11,8,6104
9,11,11,13,72962
9,12,12,18,76552
9,12,10,12,3283
9,12,10,14,66714
10,13,10,13,48361
9,11,10,12,42242
9,12,9,12,7974
9,12,10,12,81100
10,12,9,11,43125
13,13,11,14,82945
13,13,9,10,68341
9,12,9,12,79904
10,13,10,14,52445
10,13,10,12,41615
12,12,10,12,32376
9,11,9,11,64222
9,11,10,11,67293
10,13,11,14,28988
9,12,9,11,57768
9,13,10,13,33735
10,12,8,10,37269
16,7,16,7,29083
10,13,10,13,34639
9,10,9,11,46449
9,11,9,12,404
9,12,9,13,34432
10,13,10,13,52612
10,12,10,13,34950
8,11,9,11,61728
10,13,11,12,66448
9,11,10,12,55774
9,11,9,12,53681
9,12,8,11,66453
10,13,11,15,24514
9,11,9,9,6960
9,10,9,10,3672
10,13,11,13,67280
10,13,12,12,77215
10,13,10,13,73880
16,7,10,10,83866
11,13,10,13,46454
10,13,10,12,41560
9,12,9,10,61333
9,12,9,13,85336
9,11,10,13,53474
10,12,10,13,3242
10,12,9,11,69349
10,12,8,9,77201
9,12,12,10,10471
16,7,13,12,41345
9,11,9,11,50173
10,13,10,14,26599
10,15,9,13,20353
10,13,10,13,69400
9,11,10,11,76786
9,12,8,11,63269
10,13,10,13,79847
10,13,10,12,38976
16,7,9,12,41966
9,11,9,12,34143
9,12,9,12,63015
10,13,10,14,39988
10,13,10,12,34908
9,13,10,13,42675
10,13,11,11,66128
9,11,10,11,57510
10,13,11,12,50475
9,10,9,10,4770
9,12,13,12,10192
8,10,10,9,73926
9,12,8,10,24557
9,11,11,13,54239
11,13,10,13,50696
13,13,12,18,64396
9,12,9,12,40446
13,13,9,9,65923
10,12,9,11,45558
10,13,11,13,74158
9,12,10,13,35178
10,13,10,13,78657
10,12,10,13,77903
10,12,10,13,48055
10,13,10,12,70010
9,11,10,7,8377
10,12,11,13,56068
9,12,9,12,58029
9,12,11,13,6069
10,12,10,12,18718
16,7,16,9,69557
10,12,9,12,65769
11,13,10,12,25993
10,13,11,14,60435
10,12,9,12,50571
9,11,10,15,52306
10,12,9,13,76207
11,14,9,13,46732
10,13,10,13,45478
10,12,10,12,58298
13,12,10,12,53116
10,13,9,13,65838
9,11,10,12,60137
16,7,9,11,85313
9,13,3,9,29140
9,12,19,12,59208
9,12,9,11,70599
9,13,9,12,80142
16,7,9,10,62765
8,10,9,11,44926
10,13,9,12,56493
9,12,9,10,42491
9,11,10,9,6739
9,12,9,13,50803
9,12,9,12,73715
9,13,10,12,28461
13,13,11,11,51761
10,12,10,13,73536
10,13,10,4,71438
9,11,10,12,62722
13,13,10,13,53077
11,12,10,13,25438
9,13,10,13,31737
9,13,10,13,45281
9,12,10,12,60003
10,12,9,13,70927
8,10,9,10,51909
16,7,9,12,56928
13,12,10,9,60658
10,14,8,11,52991
10,12,10,12,73791
9,11,9,12,77512
9,12,8,10,37085
10,13,9,11,42560
9,12,8,10,85718
10,13,10,12,47694
9,12,9,11,11801
9,13,10,14,81488
9,10,10,12,12750
10,14,10,15,30689
11,13,9,11,25366
10,12,10,12,36220
9,12,9,13,78983
10,13,10,12,29248
10,14,10,13,46784
10,13,10,13,65634
9,12,9,12,5710
10,13,9,12,70764
13,13,10,12,36765
10,13,9,12,65490
9,13,10,12,63238
9,12,9,13,85802
10,13,11,13,59630
9,13,9,13,72886
10,12,10,12,54396
10,12,10,13,74892
9,12,9,12,13797
9,12,9,11,67323
16,7,13,13,48617
10,13,10,12,35752
10,13,10,13,69873
9,12,10,13,78104
9,12,11,14,81892
9,12,10,13,55968
9,11,9,11,48799
16,7,9,12,54263
10,11,10,13,29326
9,12,9,11,43556
10,13,10,13,53902
16,7,10,13,82178
9,12,11,13,54637
9,11,10,13,67230
9,12,9,13,86033
9,11,10,13,48981
10,15,11,14,47592
10,12,9,11,69948
9,11,10,10,23926
9,12,9,12,43997
9,12,11,13,2160
10,13,10,13,67789
9,12,11,8,74997
10,15,11,11,15371
10,13,10,13,11840
10,13,10,13,45056
10,13,10,12,62826
10,13,10,12,25687
9,12,10,13,67505
10,13,10,12,59051
9,12,10,12,78978
10,12,10,12,64624
9,13,11,15,43126
10,12,9,12,1053
9,12,9,11,38961
9,11,10,12,6781
9,12,9,11,44685
9,13,10,13,34873
13,12,9,12,40862
10,12,9,11,66400
11,14,11,14,62402
10,13,11,14,50827
12,9,12,8,62400
9,12,10,12,10000
10,13,11,13,47687
9,13,9,13,57014
9,11,9,11,75730
10,13,10,13,83689
9,13,10,13,66916
9,11,10,13,44657
11,14,10,13,68402
10,12,10,12,66030
10,12,9,12,39580
13,11,12,12,53437
9,11,9,12,83140
10,12,10,12,20454
10,12,9,11,75156
9,12,10,13,33275
9,12,9,13,68882
10,13,9,12,28521
9,11,9,11,60990
9,12,9,11,51515
13,13,9,12,49475
9,11,9,11,48717
9,13,10,13,30676
10,13,10,13,66364
9,11,11,13,43785
8,10,13,13,47359
9,12,9,12,58722
16,7,9,13,56275
12,13,10,13,83877
10,12,9,11,70943
8,10,10,12,61481
9,12,10,13,40543
10,13,11,13,44531
10,12,10,13,54470
10,13,9,11,75367
10,13,11,13,81594
16,7,10,12,27603
10,13,10,13,58320
11,13,11,13,72910
10,11,10,12,8844
10,14,10,13,39852
9,12,9,11,54395
10,13,11,13,40096
9,12,9,12,52591
9,12,9,12,67072
16,7,10,13,54034
16,7,10,13,37193
9,10,9,11,61719
10,11,13,17,9158
10,12,10,12,64855
9,11,10,12,1881
11,14,15,9,31701
10,12,10,12,32763
9,12,10,12,60709
16,7,11,11,27243
9,12,9,12,64186
9,13,10,13,41751
9,12,9,11,57908
9,10,9,10,71223
10,13,9,12,42570
10,13,12,12,6037
11,13,10,13,54985
11,13,10,13,61163
16,7,9,12,51384
10,13,10,12,48853
8,10,10,12,38757
13,13,10,13,67773
9,11,9,11,77591
9,12,9,12,56170
10,13,10,12,63831
10,13,9,9,66918
9,11,9,13,51812
9,11,9,11,64195
9,10,8,11,66903
9,12,10,12,43720
9,12,9,12,56811
10,12,9,11,35511
9,12,9,12,40043
10,13,9,11,44106
10,13,9,11,44004
10,12,9,12,51463
8,11,9,11,48523
9,12,10,14,63250
10,13,10,13,62981
11,13,10,13,76411
16,7,9,11,81462
10,13,10,14,52259
9,12,10,12,44803
13,13,12,9,71062
10,13,10,12,51239
9,11,10,13,75098
9,12,9,11,61204
10,13,9,11,64663
10,13,10,13,24639
10,14,10,13,30329
10,11,10,13,35982
10,13,10,13,38430
10,13,10,13,48759
9,11,10,12,67206
9,13,10,13,31139
9,10,10,11,66689
16,7,10,12,47700
10,13,10,13,44958
10,12,10,12,80901
9,12,9,11,77296
16,7,15,9,60353
9,12,9,12,81205
9,11,10,13,84187
9,12,9,12,49651
10,12,10,13,79585
10,13,10,13,33434
9,12,10,13,79496
9,11,9,10,36321
10,12,10,12,48916
9,11,9,11,78267
9,12,9,12,43244
9,12,10,13,12472
11,14,9,12,61211
16,7,10,12,71654
10,13,10,12,80510
9,12,11,13,66583
9,13,10,13,34950
9,13,9,13,67925
10,12,9,11,36732
11,13,10,14,5265
10,13,11,14,73989
16,7,15,9,77977
10,12,16,7,48340
10,13,13,13,16992
9,11,10,10,4748
9,11,11,13,80085
10,12,9,11,60629
8,10,8,10,28831
10,13,10,13,74677
9,11,11,8,81743
10,13,10,13,75107
10,12,10,13,1914
13,13,9,12,79523
10,11,9,11,32390
10,14,10,13,49729
9,12,10,11,59903
10,12,9,12,38931
9,11,9,11,59249
9,11,9,11,82913
16,7,9,12,74708
10,13,10,13,66067
10,12,11,13,65837
10,13,9,13,79564
11,13,10,13,42390
9,12,9,13,17595
9,11,9,12,1257
10,11,9,11,83079
9,11,16,7,14704
16,7,16,13,46627
9,11,10,13,83090
9,11,10,8,45045
10,13,9,12,46228
9,11,10,10,2688
11,13,11,13,54813
10,12,9,13,64759
10,14,10,14,75299
10,13,10,12,50620
10,14,10,13,21215
10,13,9,12,45094
10,12,10,13,67039
13,13,9,12,48140
9,12,9,12,64658
9,11,9,11,39716
9,12,9,11,39552
9,12,9,11,12229
10,12,10,13,69227
10,11,9,11,83251
10,13,10,12,34158
9,13,10,14,84437
13,13,10,12,30421
9,11,9,11,47163
11,13,10,12,28262
9,13,10,13,56313
10,13,9,13,47053
10,11,9,12,14835
10,13,10,13,70284
10,13,10,12,81837
9,12,9,11,35146
9,11,8,10,53929
10,12,10,13,35948
11,13,8,10,66105
10,12,9,11,46787
9,11,9,11,44805
13,13,10,12,70
9,11,10,13,44655
9,10,9,11,55306
10,12,10,12,37727
9,12,9,13,9380
10,13,10,13,70101
9,12,10,8,77346
11,13,10,14,8064
9,11,10,12,42364
10,13,11,14,69331
8,10,9,12,36648
9,11,9,9,57199
10,13,10,13,34999
9,12,10,12,29700
9,12,10,12,30933
10,13,10,13,78076
10,12,9,12,52521
9,13,13,13,42837
9,10,11,13,82806
9,12,10,13,78975
9,11,10,12,2069
13,13,12,12,61807
10,14,10,13,59715
10,13,9,12,75425
9,12,9,12,62863
10,12,9,12,45814
9,11,9,10,15960
16,7,10,10,4477
10,14,11,14,74938
8,10,9,11,42985
9,11,9,11,52484
9,12,10,8,85854
10,12,9,12,65758
10,13,8,11,61196
13,12,9,12,80662
9,12,11,14,48626
9,13,10,12,41696
9,12,9,12,56466
9,12,10,13,57494
10,13,10,14,56861
9,12,10,13,78224
8,10,9,12,40120
11,13,11,14,64674
9,11,8,11,49667
9,13,10,12,13469
10,13,9,12,67615
9,11,9,11,62831
10,13,9,10,71117
10,13,9,13,35768
10,13,10,13,56213
9,12,10,12,25664
9,13,9,12,65216
16,10,9,9,48117
9,12,9,10,28378
9,12,13,13,19660
10,14,9,12,75937
9,11,9,11,6990
9,11,10,13,30349
8,10,9,10,83903
9,12,11,13,83884
10,13,9,12,40564
9,13,9,13,60311
10,12,9,12,31727
9,12,9,12,42286
10,12,10,13,33792
10,12,9,11,37371
10,13,10,12,56089
10,12,10,12,47264
9,12,10,12,7913
16,7,16,10,49097
9,10,9,11,34254
9,11,9,11,67096
10,12,9,9,71093
10,14,10,14,53950
10,12,10,12,47632
16,7,11,12,86027
10,12,9,12,50720
9,11,9,11,66529
10,13,10,13,48629
10,13,9,12,49974
10,12,9,10,54204
10,13,10,13,26075
9,12,9,12,65322
10,13,10,14,56067
16,7,16,11,4314
10,13,10,12,27410
10,13,9,13,68055
9,13,9,13,53322
9,12,8,10,54109
9,11,10,13,47396
9,12,9,12,80863
11,13,11,13,52237
10,12,10,12,61595
9,11,10,12,53648
9,12,11,13,53467
10,13,11,14,34002
10,12,9,12,33977
10,11,9,12,54670
10,13,9,11,38261
10,12,9,12,63664
10,12,9,11,81500
16,7,10,9,73842
10,13,9,13,78754
9,12,9,12,62836
10,13,10,12,51621
9,11,9,11,81583
9,12,10,15,64385
9,12,8,10,64090
9,12,10,11,76395
9,12,10,11,66585
9,12,10,13,70063
10,14,10,15,39461
9,12,9,11,76322
10,12,9,11,68510
10,13,10,13,24185
10,12,9,13,60519
9,12,12,12,84183
10,12,10,13,37981
9,11,9,11,60408
10,12,9,11,67928
9,12,10,13,48751
11,13,10,13,25686
9,12,10,12,64050
9,11,9,10,55509
16,9,9,12,48365
11,14,9,13,67306
9,12,9,11,53870
13,12,9,11,36471
10,13,10,14,59530
10,13,10,12,31925
10,12,9,11,41498
9,12,10,13,78358
10,13,9,13,72061
10,13,10,13,43275
9,11,9,12,74616
11,11,14,11,20623
11,15,11,15,80607
10,13,10,13,84347
10,13,9,12,69882
11,14,11,14,61040
9,12,8,10,47309
10,13,11,13,60503
10,12,10,14,27119
11,13,11,14,28908
9,11,10,12,49081
10,13,10,13,60649
9,13,9,12,58710
9,13,10,15,60961
10,13,10,14,62180
9,12,9,12,26419
16,7,9,9,82461
9,11,9,11,2358
9,11,16,7,41214
10,12,10,12,52053
10,12,10,13,71203
10,13,10,13,52265
10,12,10,13,73814
9,11,11,13,2772
9,11,9,12,66975
9,11,9,12,65612
9,11,9,12,63803
10,12,9,12,61212
9,11,9,11,38048
9,12,9,12,61867
9,12,10,13,36177
10,11,9,11,25033
10,12,10,12,35681
16,10,14,11,64247
10,13,9,12,68179
10,12,10,12,61606
10,13,10,12,35584
9,12,9,12,80162
10,13,9,10,47062
9,11,10,13,3095
9,11,10,13,3827
9,11,9,11,5181
9,13,10,13,64906
11,11,9,12,60348
9,12,9,12,34573
9,12,10,12,42246
9,11,9,10,946
9,11,10,13,8942
10,12,10,12,62649
10,13,10,13,74337
10,12,10,13,48387
8,11,10,13,44495
10,13,11,13,69497
9,11,9,11,4265
10,13,9,12,49661
10,12,10,13,76527
10,12,10,11,57447
9,10,9,10,52194
13,13,9,13,82900
10,13,10,15,49306
9,12,9,10,47763
8,11,9,12,6981
13,13,11,13,56942
9,11,9,12,79474
8,11,8,11,80967
13,13,10,13,76821
9,12,10,12,49312
10,13,10,13,34667
9,11,9,12,66374
11,13,10,13,59901
9,11,9,11,83877
9,11,9,12,31749
11,13,10,13,32048
10,13,10,13,80773
11,13,10,13,43074
10,12,9,12,43207
10,14,10,13,71714
8,10,9,11,78518
9,12,8,10,59881
9,12,10,12,38886
10,13,10,13,66312
9,11,10,12,65657
9,11,9,12,63868
16,7,8,10,60824
11,13,11,14,27320
10,12,9,12,60246
10,13,9,11,59721
10,13,10,12,81629
9,12,9,12,11347
11,13,10,13,34373
10,13,10,12,52859
10,13,10,12,83780
9,11,10,11,28752
10,12,10,12,81806
10,13,9,12,46730
9,12,10,13,63527
10,12,9,13,80560
16,10,10,13,76330
9,11,9,12,73955
9,12,10,12,76738
10,13,10,13,45411
10,12,10,13,66776
11,13,10,15,27349
10,13,11,13,30345
9,13,9,12,2990
10,13,9,12,45672
10,13,10,13,70326
10,13,10,13,39003
9,11,11,13,77556
10,13,10,13,70351
10,13,10,13,31545
9,12,9,12,72971
9,12,12,12,81700
10,14,10,14,67969
10,13,14,11,62899
9,11,11,13,83208
16,7,11,10,82697
9,11,9,12,28653
16,7,10,12,36124
10,12,10,12,72730
10,12,8,10,80535
11,14,11,14,7680
8,11,9,12,7912
10,13,10,13,56659
9,12,9,12,56136
9,12,15,9,75946
9,11,10,12,4954
10,15,11,15,53168
11,13,11,13,35590
9,12,9,11,66399
9,11,9,10,80682
9,11,10,12,85905
10,13,10,13,59039
10,12,10,13,42730
11,14,10,13,63266
11,14,9,13,86225
11,14,11,14,11531
10,11,9,13,57368
10,12,9,12,54429
9,10,9,9,85080
10,12,10,13,63816
9,11,9,11,37948
13,13,9,12,85581
10,12,9,11,41727
9,10,9,11,5613
10,13,10,13,41867
10,14,10,13,50232
13,13,12,17,38174
10,13,10,13,79337
9,11,8,10,27309
9,11,9,11,54897
10,13,9,11,45236
16,7,14,11,68401
10,12,10,14,61096
10,13,11,13,75425
10,13,10,13,59133
10,13,10,15,44949
9,12,9,12,39483
11,15,13,17,18198
10,13,9,11,65742
13,12,10,7,85981
10,13,11,13,75334
9,12,9,12,31725
9,12,9,12,72087
9,11,10,12,34946
10,12,10,13,44650
10,12,3,9,54763
9,13,9,13,56125
11,13,10,13,33721
10,14,9,11,55693
10,13,10,13,45584
10,13,10,13,62358
16,7,11,9,34042
10,13,10,13,30796
16,10,14,11,37559
9,12,10,14,79121
9,12,9,12,27543
9,12,13,13,25026
10,13,10,13,66519
11,14,10,12,26084
9,12,10,12,30949
10,12,10,12,68760
9,13,11,13,54761
10,11,10,12,65780
9,10,9,13,74369
10,12,10,12,57890
11,13,10,13,46966
8,10,10,13,62088
10,12,10,13,8742
10,12,10,13,50218
11,13,12,14,24823
16,7,14,11,54886
9,12,10,11,17437
10,13,10,13,60143
